"srid","fips","name","proj4text","srswkt"
26754,10502,"NAD27 / Colorado Central","+proj=lcc +lat_1=39.75 +lat_2=38.45 +lat_0=37.83333333333334 +lon_0=-105.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Colorado Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",39.75],PARAMETER[""standard_parallel_2"",38.45],PARAMETER[""latitude_of_origin"",37.83333333333334],PARAMETER[""central_meridian"",-105.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26754""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26755,10503,"NAD27 / Colorado South","+proj=lcc +lat_1=38.43333333333333 +lat_2=37.23333333333333 +lat_0=36.66666666666666 +lon_0=-105.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Colorado South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",38.43333333333333],PARAMETER[""standard_parallel_2"",37.23333333333333],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-105.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26755""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26756,10600,"NAD27 / Connecticut","+proj=lcc +lat_1=41.86666666666667 +lat_2=41.2 +lat_0=40.83333333333334 +lon_0=-72.75 +x_0=182880.3657607315 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Connecticut"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.86666666666667],PARAMETER[""standard_parallel_2"",41.2],PARAMETER[""latitude_of_origin"",40.83333333333334],PARAMETER[""central_meridian"",-72.75],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26756""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26757,10700,"NAD27 / Delaware","+proj=tmerc +lat_0=38 +lon_0=-75.41666666666667 +k=0.999995 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Delaware"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",38],PARAMETER[""central_meridian"",-75.41666666666667],PARAMETER[""scale_factor"",0.999995],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26757""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26759,10901,"NAD27 / Florida West","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-82 +k=0.999941177 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Florida West"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-82],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26759""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26758,10901,"NAD27 / Florida East","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-81 +k=0.999941177 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Florida East"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-81],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26758""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26760,10903,"NAD27 / Florida North","+proj=lcc +lat_1=30.75 +lat_2=29.58333333333333 +lat_0=29 +lon_0=-84.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Florida North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",30.75],PARAMETER[""standard_parallel_2"",29.58333333333333],PARAMETER[""latitude_of_origin"",29],PARAMETER[""central_meridian"",-84.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26760""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26766,11001,"NAD27 / Georgia East","+proj=tmerc +lat_0=30 +lon_0=-82.16666666666667 +k=0.9999 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Georgia East"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-82.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26766""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26767,11002,"NAD27 / Georgia West","+proj=tmerc +lat_0=30 +lon_0=-84.16666666666667 +k=0.9999 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Georgia West"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-84.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26767""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26768,11101,"NAD27 / Idaho East","+proj=tmerc +lat_0=41.66666666666666 +lon_0=-112.1666666666667 +k=0.9999473679999999 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Idaho East"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-112.1666666666667],PARAMETER[""scale_factor"",0.999947368],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26768""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26769,11102,"NAD27 / Idaho Central","+proj=tmerc +lat_0=41.66666666666666 +lon_0=-114 +k=0.9999473679999999 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Idaho Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-114],PARAMETER[""scale_factor"",0.999947368],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26769""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26770,11103,"NAD27 / Idaho West","+proj=tmerc +lat_0=41.66666666666666 +lon_0=-115.75 +k=0.999933333 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Idaho West"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-115.75],PARAMETER[""scale_factor"",0.999933333],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26770""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26771,11201,"NAD27 / Illinois East","+proj=tmerc +lat_0=36.66666666666666 +lon_0=-88.33333333333333 +k=0.9999749999999999 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Illinois East"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-88.33333333333333],PARAMETER[""scale_factor"",0.999975],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26771""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26772,11202,"NAD27 / Illinois West","+proj=tmerc +lat_0=36.66666666666666 +lon_0=-90.16666666666667 +k=0.999941177 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Illinois West"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-90.16666666666667],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26772""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26773,11301,"NAD27 / Indiana East","+proj=tmerc +lat_0=37.5 +lon_0=-85.66666666666667 +k=0.999966667 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Indiana East"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",37.5],PARAMETER[""central_meridian"",-85.66666666666667],PARAMETER[""scale_factor"",0.999966667],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26773""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26774,11302,"NAD27 / Indiana West","+proj=tmerc +lat_0=37.5 +lon_0=-87.08333333333333 +k=0.999966667 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Indiana West"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",37.5],PARAMETER[""central_meridian"",-87.08333333333333],PARAMETER[""scale_factor"",0.999966667],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26774""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26775,11401,"NAD27 / Iowa North","+proj=lcc +lat_1=43.26666666666667 +lat_2=42.06666666666667 +lat_0=41.5 +lon_0=-93.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Iowa North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",43.26666666666667],PARAMETER[""standard_parallel_2"",42.06666666666667],PARAMETER[""latitude_of_origin"",41.5],PARAMETER[""central_meridian"",-93.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26775""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26776,11402,"NAD27 / Iowa South","+proj=lcc +lat_1=41.78333333333333 +lat_2=40.61666666666667 +lat_0=40 +lon_0=-93.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Iowa South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.78333333333333],PARAMETER[""standard_parallel_2"",40.61666666666667],PARAMETER[""latitude_of_origin"",40],PARAMETER[""central_meridian"",-93.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26776""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26777,11501,"NAD27 / Kansas North","+proj=lcc +lat_1=39.78333333333333 +lat_2=38.71666666666667 +lat_0=38.33333333333334 +lon_0=-98 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Kansas North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",39.78333333333333],PARAMETER[""standard_parallel_2"",38.71666666666667],PARAMETER[""latitude_of_origin"",38.33333333333334],PARAMETER[""central_meridian"",-98],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26777""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26778,11502,"NAD27 / Kansas South","+proj=lcc +lat_1=38.56666666666667 +lat_2=37.26666666666667 +lat_0=36.66666666666666 +lon_0=-98.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Kansas South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",38.56666666666667],PARAMETER[""standard_parallel_2"",37.26666666666667],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-98.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26778""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26779,11601,"NAD27 / Kentucky North","+proj=lcc +lat_1=37.96666666666667 +lat_2=38.96666666666667 +lat_0=37.5 +lon_0=-84.25 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Kentucky North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",37.96666666666667],PARAMETER[""standard_parallel_2"",38.96666666666667],PARAMETER[""latitude_of_origin"",37.5],PARAMETER[""central_meridian"",-84.25],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26779""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26780,11602,"NAD27 / Kentucky South","+proj=lcc +lat_1=36.73333333333333 +lat_2=37.93333333333333 +lat_0=36.33333333333334 +lon_0=-85.75 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Kentucky South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",36.73333333333333],PARAMETER[""standard_parallel_2"",37.93333333333333],PARAMETER[""latitude_of_origin"",36.33333333333334],PARAMETER[""central_meridian"",-85.75],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26780""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26781,11701,"NAD27 / Louisiana North","+proj=lcc +lat_1=31.16666666666667 +lat_2=32.66666666666666 +lat_0=30.66666666666667 +lon_0=-92.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Louisiana North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",31.16666666666667],PARAMETER[""standard_parallel_2"",32.66666666666666],PARAMETER[""latitude_of_origin"",30.66666666666667],PARAMETER[""central_meridian"",-92.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26781""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
26782,11702,"NAD27 / Louisiana South","+proj=lcc +lat_1=29.3 +lat_2=30.7 +lat_0=28.66666666666667 +lon_0=-91.33333333333333 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Louisiana South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",29.3],PARAMETER[""standard_parallel_2"",30.7],PARAMETER[""latitude_of_origin"",28.66666666666667],PARAMETER[""central_meridian"",-91.33333333333333],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26782""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
