id,scrape_date,licenseno,status,licensetype,issuedate,exprdate,owner,premisesaddress,tract,business,mailaddress,geocode
2566,2013-01-28,454284,ACTIVE,41,2007-08-15,2013-07-31,"CALIFORNIA WING VENTURES INC","12075 CARMEL MOUNTAIN RD, STE 201, SAN DIEGO, CA  92128-4613",0170.55,"WINGS N THINGS","",3710
2567,2013-01-28,523763,ACTIVE,41,2012-08-31,2013-07-31,"COASTAL BBQ, INC.","4645 CARMEL MOUNTAIN RD, STE 202, SAN DIEGO, CA  92130-6630",0083.33,"BBQ REPUBLIC","",3710
2568,2013-01-28,516010,ACTIVE,41,2011-12-08,2013-11-30,"CAFASSO MEATBALL COMPANY LLC","12075 CARMEL MOUNTAIN RD, STE 205- 206, SAN DIEGO, CA  92128-4613",0170.55,"CAFASSO MEATBALL COMPANY","",3710
2569,2013-01-28,339354,ACTIVE,41,1998-04-20,2013-12-31,"RUBIOS RESTAURANTS INC","12002 CARMEL MOUNTAIN RD, STE 260, SAN DIEGO, CA  92128-4648",0170.56,"RUBIOS FRESH MEXICAN GRILL 15","1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",3710
2570,2013-01-28,468950,ACTIVE,41,2008-11-07,2013-10-31,"SURIANO VENTURES INC","12002 CARMEL MOUNTAIN RD, STE 268, SAN DIEGO, CA  92128-4648",0170.56,"BBQ REPUBLIC","PO BOX 503391 SAN DIEGO, CA  92128-3391",3710
2571,2013-01-28,488681,ACTIVE,41,2010-08-06,2013-07-31,"M AND M RESTAURANT HOLDINGS LLC","12045 CARMEL MOUNTAIN RD, STE 302-305, SAN DIEGO, CA  92128-4649",0170.55,"O'S AMERICAN KITCHEN","",3710
2572,2013-01-28,430899,ACTIVE,47,2006-06-21,2013-05-31,"LITTLE ITALY RESTAURANT GROUP NO 5 INC","4653 CARMEL MOUNTAIN RD, STE 311 & 312, SAN DIEGO, CA  92130-6650",0083.33,"TASTE OF ITALY DEL MAR","",3710
2573,2013-01-28,246178,ACTIVE,21,1990-08-23,2013-06-30,"TRADER JOES COMPANY","11955 CARMEL MOUNTAIN RD, STE 702, SAN DIEGO, CA  92128",0170.55,"TRADER JOES 23","800 S SHAMROCK AVE MONROVIA, CA  91016-6346",3710
2574,2013-01-28,357374,ACTIVE,41,1999-09-15,2013-08-31,"MOGHADAMZADHE, SINA SIMON","11885 CARMEL MOUNTAIN RD, STE 901, SAN DIEGO, CA  92128",0170.55,"GREEK CORNER CAFE","",3710
2575,2013-01-28,345581,ACTIVE,47,1998-10-05,2013-09-30,PITCHERS,"9926 CARMEL MOUNTAIN RD, STE A & B, SAN DIEGO, CA  92129",0170.33,PITCHERS,"",3710
2576,2013-01-28,419831,ACTIVE,21,2005-08-10,2013-06-30,"VONS COMPANIES INC THE","4627 CARMEL MTN RD, SAN DIEGO, CA  92130",0083.33,"VONS STORE 1797","PO BOX 29096 PHOENIX, AZ  85038-9096",3710
2577,2013-01-28,482189,ACTIVE,41,2009-10-13,2013-09-30,"GHOTRA, KAPOOR","11975 CARMEL MTN RD, STE 603, SAN DIEGO, CA  92128-4612",0170.55,"DELHI KITCHEN","",3710
2578,2013-01-28,442134,ACTIVE,47,2006-08-28,2013-07-31,"PACS ENTERPRISES LLC","14050 CARMEL RIDGE RD, SAN DIEGO, CA  92128",0170.55,"CARMEL MOUNTAIN RANCH COUNTRY CLUB","",3710
2579,2013-01-28,237573,ACTIVE,41,1989-09-26,2013-03-31,"NAWAEY, AMAN","2212 CARMEL VALLEY RD, SAN DIEGO, CA  92014",0083.24,"SAMS PIZZA","",3710
2580,2013-01-28,507803,ACTIVE,21,2012-03-09,2013-02-28,"CARMEL VALLEY SPIRITS INC","2302 CARMEL VALLEY RD, SAN DIEGO, CA  92014",0083.24,"COUNTRY WINE & SPIRITS","",3710
2581,2013-01-28,455015,ACTIVE,41,2007-08-22,2013-07-31,"LEE, SUNG CHOL","2282-92 CARMEL VALLEY RD, SAN DIEGO, CA  92014-3701",0083.24,EDAMAMI,"",3710
2582,2013-01-28,341744,ACTIVE,41,1998-06-29,2013-05-31,"LEUNG, TONG","2236 CARMEL VALLEY RD, SAN DIEGO, CA  92121",0083.24,"CHINA CAFE","7897 ALCAMO RD SAN DIEGO, CA  92126",3710
2583,2013-01-28,474098,ACTIVE,20,2009-01-05,2013-12-31,"ASSET GAS INCORPORATED","3170 CARMEL VALLEY RD, SAN DIEGO, CA  92130-2590",0083.29,"ASSET GAS INCORPORATED","7969 ENGINEER RD, STE 108 SAN DIEGO, CA  92111",3710
2584,2013-01-28,505406,ACTIVE,41,2011-01-06,2012-12-31,"FANNYAN, FARIBA FAY","13859 CARMEL VALLEY RD, STE A, SAN DIEGO, CA  92130-5665",0215.00,"KEBAB HOUSE UNCLE VINNES","13859 CARMEL VALLEY RD, STE A SAN DIEGO, CA  92130-5665",3710
2585,2013-01-28,451874,ACTIVE,42,2007-08-31,2013-07-31,"ALTERNATIVE WINES INC","13859 CARMEL VALLEY RD, STE B, SAN DIEGO, CA  92130-5665",0215.00,"ALTERNATIVE WINES","2510 VIA TORINA DEL MAR, CA  92014-3735",3710
2586,2013-01-28,451874,ACTIVE,20,2007-08-31,2013-07-31,"ALTERNATIVE WINES INC","13859 CARMEL VALLEY RD, STE B, SAN DIEGO, CA  92130-5665",0215.00,"ALTERNATIVE WINES","2510 VIA TORINA DEL MAR, CA  92014-3735",3710
2587,2013-01-28,454461,ACTIVE,47,2009-01-28,2013-12-31,"GGK VENTURES INC","2334 CARMEL VALLEY RD, STE D, SAN DIEGO, CA  92014-3754",0083.24,"IRIS FOOD AND SPIRITS","2334 CARMEL VALLEY RD, STE D DEL MAR, CA  92014-3754",3710
2588,2013-01-28,523681,ACTIVE,41,2012-07-16,2013-12-31,"PAK, MIA","9823 CARROLL CANYON RD, STE I & J, SAN DIEGO, CA  92131-1135",0170.22,"TODO SUSHI","",3710
2589,2013-01-28,470122,ACTIVE,20,2008-09-30,2013-08-31,"CARROLL CENTRE INC","9720 CARROLL CENTRE RD, SAN DIEGO, CA  92126-4551",0083.60,"CARROLL CENTRE ARCO","",3710
2590,2013-01-28,315583,ACTIVE,41,1997-11-20,2013-10-31,"PACIFIC SHELLFISH INC","5040 CASS ST, SAN DIEGO, CA  92109",0080.03,"FISHERY THE","",3710
2591,2013-01-28,333920,ACTIVE,42,1997-09-04,2012-12-31,"MP & SM INC","4612 CASS ST, SAN DIEGO, CA  92109",0079.05,"CASS STREET BAR & GRILL","",3710
2592,2013-01-28,376889,ACTIVE,42,2001-07-26,2013-09-30,"LATITUDE 32","5019 CASS ST, SAN DIEGO, CA  92109",0080.03,"LATITUDE 32","",3710
2593,2013-01-28,438284,ACTIVE,20,2006-06-08,2013-05-31,"BAN & RAMI INC","4825 CASS ST, SAN DIEGO, CA  92109",0080.03,"MAGIC MARKET","",3710
2594,2013-01-28,509420,ACTIVE,20,2011-04-29,2013-06-30,"7 ELEVEN INC","4983 CASS ST, SAN DIEGO, CA  92109-2039",0080.03,"7 ELEVEN 13603F 2121","PO BOX 219088 DALLAS, TX  75221-9088",3710
2595,2013-01-28,515604,ACTIVE,21,2012-01-10,2012-12-31,"TALIA, JAMES SALIM","4979 CASS ST, SAN DIEGO, CA  92109-2039",0080.03,"JUG LIQUOR","",3710
2596,2013-01-28,473365,ACTIVE,41,2008-12-19,2013-11-30,"TASSONE GROUP INC","4864 CASS ST, SAN DIEGO, CA  92109-2623",0080.03,ADRIANO,"2128 MISSOURI ST SAN DIEGO, CA  92109-2623",3710
2597,2013-01-28,453805,ACTIVE,20,2007-07-05,2013-06-30,"PB FARMS MARKET INC","4435 CASS ST, SAN DIEGO, CA  92109-4012",0079.10,"","",3710
2598,2013-01-28,445661,ACTIVE,86,2008-07-17,2013-06-30,"FRESH & EASY NEIGHBORHOOD MARKET INC","955 CATALINA BLVD, SAN DIEGO, CA  92106-2838",0071.00,"FRESH & EASY NEIGHBORHOOD MARKET # 1072","2120 PARK PL, STE 200 EL SEGUNDO, CA  90245-4741",3710
2599,2013-01-28,445661,ACTIVE,21,2008-07-17,2013-06-30,"FRESH & EASY NEIGHBORHOOD MARKET INC","955 CATALINA BLVD, SAN DIEGO, CA  92106-2838",0071.00,"FRESH & EASY NEIGHBORHOOD MARKET # 1072","2120 PARK PL, STE 200 EL SEGUNDO, CA  90245-4741",3710
2600,2013-01-28,234623,ACTIVE,20,1989-08-21,2013-03-31,"MASSERY, HELEN M","349 CEDAR ST, SAN DIEGO, CA  92101",0056.00,"","1273 SUNDALE RD EL CAJON, CA  92019",3710
2601,2013-01-28,384605,ACTIVE,20,2002-02-20,2013-07-31,"DH & GH INC","3035 CEDAR ST, SAN DIEGO, CA  92102",0044.00,"FOOD BOWL MARKET","",3710
2602,2013-01-28,521547,ACTIVE,41,2012-08-29,2013-07-31,"TA, MIKE","550 CEDAR ST, STE 103 & 104, SAN DIEGO, CA  92101-3104",0056.00,"NOODLE BAR","",3710
2603,2013-01-28,9231,ACTIVE,57,1965-11-24,2013-01-31,"EAGLES LODGE SAN DIEGO AERIE 244","3848 CENTRE ST, SAN DIEGO, CA  92103",0007.00,"EAGLES LODGE SAN DIEGO AERIE 244","",3710
2604,2013-01-28,512279,ACTIVE,20,2011-09-13,2013-08-31,"BRFS INVESTMENT INC","4600 CHEROKEE AVE, SAN DIEGO, CA  92116-3647",0018.00,"CHEROKEE MARKET","",3710
2605,2013-01-28,211600,ACTIVE,21,1988-03-10,2013-06-30,"VONS COMPANIES INC THE","4725 CLAIREMONT DR, SAN DIEGO, CA  92117",0085.02,"VONS 2120","PO BOX 29096 PHOENIX, AZ  85038-9096",3710
2606,2013-01-28,249310,ACTIVE,21,1990-08-06,2013-10-31,"KEILS FOOD STORES","3013-15 CLAIREMONT DR, SAN DIEGO, CA  92117",0091.02,"KEILS FOOD STORES","3015 CLAIREMONT DR SAN DIEGO, CA  92117",3710
2607,2013-01-28,312430,ACTIVE,21,1995-10-12,2013-06-30,"THRIFTY PAYLESS INC","3081 CLAIREMONT DR, SAN DIEGO, CA  92117",0091.02,"RITE AID STORE 5654","2600 CAPITOL AVE, STE 300 SACRAMENTO, CA  95816-5930",3710
2608,2013-01-28,385529,ACTIVE,20,2002-05-01,2013-06-30,"7 ELEVEN INC","3090 CLAIREMONT DR, SAN DIEGO, CA  92117",0091.01,"7 ELEVEN 2121 19663","PO BOX 219088 DALLAS, TX  75221-9088",3710
2609,2013-01-28,429189,ACTIVE,20,2005-10-06,2013-09-30,"SHAMOUN, JAHAD MICHAEL","2606 CLAIREMONT DR, SAN DIEGO, CA  92117",0091.01,"CLAIREMONT SHELL","",3710
2610,2013-01-28,519869,ACTIVE,41,2012-05-02,2013-04-30,"FERTTEC INC","3057 CLAIREMONT DR, SAN DIEGO, CA  92117",0091.02,"LW SAN DIEGO STYLE BARBECUE","",3710
2611,2013-01-28,479696,ACTIVE,21,2009-11-25,2013-10-31,"GARFIELD BEACH CVS LLC","4829 CLAIREMONT DR, SAN DIEGO, CA  92117-2706",0085.02,"CVS PHARMACY 9175","1 CVS DR, MAIL DROP 23062A WOONSOCKET, RI  02895-6146",3710
2612,2013-01-28,488648,ACTIVE,41,2010-07-19,2013-06-30,"YU, MICHAEL","4575 CLAIREMONT DR, SAN DIEGO, CA  92117-5540",0085.04,"FISH ATTACK SUSHI HOUSE","",3710
2613,2013-01-28,504403,ACTIVE,47,2011-07-06,2013-06-30,"BOOMERANGS GOURMET BURGERS INC","4577 CLAIREMONT DR, SAN DIEGO, CA  92117-5540",0085.04,"BOOMERANGS GOURMET BURGERS","",3710
2614,2013-01-28,476685,ACTIVE,48,2009-05-14,2013-04-30,"LUND EMERY CHAMPS INC","3050 CLAIREMONT DR, SAN DIEGO, CA  92117-6804",0091.01,"CHAMPS LOUNGE","",3710
2615,2013-01-28,486651,ACTIVE,47,2010-03-11,2013-02-28,"LANG GROUP LLC THE","3010 CLAIREMONT DR, SAN DIEGO, CA  92117-7001",0091.01,"BAY HILL TAVERN","1510 GRAND AVE SAN DIEGO, CA  92109-4301",3710
2616,2013-01-28,481938,ACTIVE,41,2009-10-20,2013-09-30,"N & S FOOD INCORPORATED","4705C CLAIREMONT DR, # 27, SAN DIEGO, CA  92117-2704",0085.02,"EXTREME PIZZA","",3710
2617,2013-01-28,474655,SUREND,47,2009-05-06,2013-07-31,"VERA, ROSADELIA","3065 CLAIREMONT DR, # A, SAN DIEGO, CA  92117-6972",0091.02,"DOS PATRONS MARISCOS BAR & GRILL","57 CENTER ST CHULA VISTA, CA  91910",3710
2618,2013-01-28,512580,ACTIVE,21,2011-12-08,2013-11-30,"KHAIRO, AMER","3949 CLAIREMONT DR, STE 7, SAN DIEGO, CA  92117-5552",0085.04,"CLAIREMONT LIQUOR","",3710
2619,2013-01-28,430613,ACTIVE,41,2005-10-31,2013-09-30,"NUSDC INC","4705 CLAIREMONT DR, STE A, SAN DIEGO, CA  92117",0085.02,"CUCCINA ITALIANA","15834 HIGHLAND CT SOLANA BEACH, CA  92075-2458",3710
2620,2013-01-28,502086,ACTIVE,47,2010-11-18,2013-10-31,"HARP, MARK ALLEN","4809 CLAIREMONT DR, STE B, SAN DIEGO, CA  92117",0085.02,"SKY BOX SPORTS GRILL","",3710
2621,2013-01-28,465420,ACTIVE,41,2008-05-02,2013-04-30,"SNOEDR INC","3089 CLAIREMONT DR, STE E, SAN DIEGO, CA  92117-6973",0091.02,"MOUNTAIN MIKES PIZZA","",3710
2622,2013-01-28,424344,ACTIVE,41,2005-06-15,2013-05-31,"DIAZ, ROGELIO GONZALEZ","4705 CLAIREMONT DR, STE F, SAN DIEGO, CA  92117",0085.02,"SENOR PANCHO FRESH MEXICAN GRILL","",3710
2623,2013-01-28,413717,ACTIVE,41,2004-07-08,2013-06-30,"BOMBAY COAST INC","4705 CLAIREMONT DR, STE G, SAN DIEGO, CA  92117-2756",0085.02,"BOMBAY COAST INDIAN TANDOOR & CURRY EXPRESS","",3710
2624,2013-01-28,394196,ACTIVE,41,2002-12-12,2013-03-31,"LIGHTNIN JACKS BBQ INC","4705 CLAIREMONT DR, STE H, SAN DIEGO, CA  92117-2760",0085.02,"LIGHTNIN JACKS BBQ","",3710
2625,2013-01-28,164116,ACTIVE,41,1984-11-30,2012-12-31,"COCOS RESTAURANTS INC","7398 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"COCOS 0606","2200 FARADAY AVE, STE 250 CARLSBAD, CA  92008-7234",3710
2626,2013-01-28,294552,ACTIVE,47,1994-04-29,2013-09-30,"KEARNY MESA BOWL INC","7585 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"KEARNY MESA BOWL","",3710
2627,2013-01-28,311446,ACTIVE,21,1995-11-18,2013-06-30,"TAWA SUPERMARKET INC","7330 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"99 RANCH MARKET","6281 REGIO AVE BUENA PARK, CA  90620-1023",3710
2628,2013-01-28,420918,ACTIVE,20,2005-02-07,2013-01-31,"MONGREL ENERGY INC","7153 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"MEGA FUEL","",3710
2629,2013-01-28,512609,ACTIVE,41,2012-02-08,2013-01-31,"YANG, YI","7327 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"SAN DIEGO KTV RESTAURANT","504 E SAXON AVE SAN GABRIEL, CA  91776",3710
2630,2013-01-28,51863,ACTIVE,47,1983-09-07,2013-03-31,"BAL FI INC","7878 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",0085.11,"GODFATHER RESTAURANT THE","",3710
2631,2013-01-28,461395,ACTIVE,20,2007-12-24,2013-11-30,"G & M OIL CO LLC","7070 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111-1003",0085.11,"G & M OIL 161","16868 A ST HUNTINGTON BEACH, CA  92647-4831",3710
2632,2013-01-28,451437,ACTIVE,41,2007-10-01,2013-09-30,"NGUYEN, THANH HUU","7351 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111-1101",0085.11,"PHO T CALI RESTAURANT","",3710
2633,2013-01-28,464738,ACTIVE,41,2008-07-03,2013-06-30,"TERI CAFE INC","7305B CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111-1101",0085.11,"TERI CAFE INC","3750 OCEANIC WAY, # 403 OCEANSIDE, CA  92056",3710
2634,2013-01-28,448670,ACTIVE,20,2008-04-17,2013-03-31,"FAST PUMPER OIL CORPORATION","8380 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111-1302",0085.11,"KEARNY MESA MOBIL","",3710
2635,2013-01-28,456695,ACTIVE,20,2009-06-22,2013-06-30,"7 ELEVEN INC","7801 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111-1618",0085.11,"7 ELEVEN 19273","PO BOX 219088 DALLAS, TX  75221-9088",3710
2636,2013-01-28,168445,ACTIVE,47,1986-06-23,2013-05-31,"LI & LAW CORPORATION","4455 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.04,"PANDA COUNTRY RESTAURANT","",3710
2637,2013-01-28,306206,ACTIVE,47,1995-07-13,2013-05-31,"CLAIREMONT STEAKHOUSE L-PSHIP","4196 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.02,"OUTBACK STEAKHOUSE","1250 PROSPECT ST, STE 305 LA JOLLA, CA  92037-3618",3710
2638,2013-01-28,334722,ACTIVE,21,1997-11-14,2013-10-31,"FARIDA BROTHERS INC","5199 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.06,"PAR GROCERY LIQUOR","",3710
2639,2013-01-28,336187,ACTIVE,20,1997-11-20,2013-10-31,"SANCHEZ, CESAR D","3851 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.04,"LA TIENDITA MEXICAN MARKET","",3710
2640,2013-01-28,379782,ACTIVE,41,2001-12-12,2013-11-30,"OCHOA, ESTEBAN DIAZ JR","5145 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.06,"LOS PALMITOS TACO SHOP","",3710
2641,2013-01-28,405715,ACTIVE,41,2003-11-19,2013-10-31,"KIM, CHI HAN","5580 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.05,"BUGA RESTAURANT","",3710
2642,2013-01-28,418620,ACTIVE,47,2005-07-25,2013-06-30,"BRINKER RESTAURANT CORPORATION","4060 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.02,"CHILIS GRILL & BAR 1082","6820 LBJ FWY, ATTN LEGAL DEPARTMENT DALLAS, TX  75240-6515",3710
2643,2013-01-28,428830,ACTIVE,48,2005-08-29,2013-02-28,"5149 CLMT INC","5149 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.06,"PETER DS","",3710
2644,2013-01-28,433882,ACTIVE,21,2005-12-29,2013-11-30,"ALESHIA, NADA NAMU","4475 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.04,"STARSHINE MARKET","",3710
2645,2013-01-28,439041,ACTIVE,41,2006-07-17,2013-06-30,"LE, HONG","5501 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.07,"SIPZ VEGETARIAN CAFE","",3710
2646,2013-01-28,443928,ACTIVE,41,2006-10-30,2013-09-30,"BONSYNAT, SANGVORN","5535 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.07,"DI CHAN THAI RESTAURANT","",3710
2647,2013-01-28,516718,ACTIVE,20,2012-02-06,2013-01-31,"MISSION CALGARY,  INC","5405 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.07,"","1637 MIRAGE CT EL CAJON, CA  92019",3710
2648,2013-01-28,518478,ACTIVE,47,2012-03-19,2013-02-28,"PIEBUSH ENTERPRISES LLC","4664 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.05,"HUNGRY STICK THE","",3710
2649,2013-01-28,521471,ACTIVE,20,2012-10-23,2013-09-30,"KAZANCHI, SAM YOUSIF","4505 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.06,SAMKO,"5685 SOLEDAD MOUNTAIN RD LA JOLLA, CA  92037",3710
2650,2013-01-28,524882,ACTIVE,20,2012-12-24,2013-11-30,"OLD TOWN FUEL COMPANY","4498 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",0085.02,"","",3710
2651,2013-01-28,456483,ACTIVE,21,2008-05-20,2013-06-30,"SMART & FINAL STORES LLC","5195 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-1446",0085.06,"SMART & FINAL 368","PO BOX 512377 LOS ANGELES, CA  90051-0377",3710
2652,2013-01-28,478245,ACTIVE,21,2009-07-03,2013-06-30,"F & S DIANE LIQUOR INC","4696 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-2005",0085.05,"DIANE LIQUOR","",3710
2653,2013-01-28,455731,ACTIVE,41,2007-10-01,2013-09-30,"GUANGYANG INTERNATIONAL INVESTMENT INC","4718 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-2006",0085.05,"MONGOLIAN HOT POT","13030 AQUAMARINA PT SAN DIEGO, CA  92128-1522",3710
2654,2013-01-28,472247,ACTIVE,48,2008-11-06,2013-10-31,"WATERING HOLE ENTERPRISES INC THE","4766 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-2006",0085.05,"WATERING HOLE THE","14980 AMSO ST POWAY, CA  92064-2638",3710
2655,2013-01-28,523586,ACTIVE,41,2012-10-22,2013-09-30,"YAMADA, JIN","4706 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-2006",0085.05,"RAMEN YAMADAYA","11172 WASHINGTON BLVD CULVER CITY, CA  90232-3922",3710
2656,2013-01-28,524521,ACTIVE,21,2012-11-16,2013-10-31,"MYOBZ LLC","4202 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117-2720",0085.02,"TESORO SHELL GAS #63118","2204 S EL CAMINO REAL, STE 314 OCEANSIDE, CA  92054",3710
2657,2013-01-28,432883,ACTIVE,41,2006-01-27,2012-12-31,"JITTAYASOTORN, VILAIWAN","9119 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92123",0085.11,"BANGKOK WEST THAI CAFE","",3710
2658,2013-01-28,469683,ACTIVE,20,2008-09-30,2013-08-31,"BIG DADDYS OIL 26 INC","8820 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92123-1102",0085.11,"CLAIREMONT MESA GAS & MINI MARKET","3230 E FLAMINGO RD, STE 8-352 LAS VEGAS, NV  89121-4320",3710
2659,2013-01-28,484816,ACTIVE,20,2010-07-22,2013-06-30,"7 ELEVEN INC","9187 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92123-1257",0085.11,"7 ELEVEN 33542","PO BOX 219088 DALLAS, TX  75221-9088",3710
2660,2013-01-28,27357,ACTIVE,21,1975-02-01,2013-06-30,"VONS COMPANIES INC THE","10460 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92124",0095.02,"VONS 2134","PO BOX 29096 PHOENIX, AZ  85038-9096",3710
2661,2013-01-28,522189,ACTIVE,41,2012-09-20,2013-08-31,"LIU, SI","10428 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92124",0095.02,"RICKSHAW CORNER","5402 BALBOA ARMS DR, UNIT 405 SAN DIEGO, CA  92117-5081",3710
2662,2013-01-28,348870,ACTIVE,48,1999-01-04,2013-09-30,"IN SPOT INC THE","10436 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92124-1320",0095.02,"JPS PUB","",3710
2663,2013-01-28,475362,ACTIVE,47,2009-03-13,2013-02-28,"RIOS, PABLO ALFONSO","10492 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92124-1320",0095.02,"BELLAGIO RISTORANTE","",3710
2664,2013-01-28,422147,ACTIVE,41,2005-03-02,2013-02-28,"ALADDIN CLAIREMONT & MARKET INC","5420 CLAIREMONT MESA BLVD, # 1A & 1B, SAN DIEGO, CA  92117",0085.05,"ALADDIN CAFE","",3710
2665,2013-01-28,392697,ACTIVE,47,2002-10-16,2013-09-30,"PLAYERS BAR LLC","7061 CLAIREMONT MESA BLVD, # 211-213, SAN DIEGO, CA  92111",0085.11,"PLAYERS SPORTS BAR & GRILL","",3710
2666,2013-01-28,454776,ACTIVE,20,2007-08-07,2013-07-31,"SEARS ROEBUCK & CO","7655 CLAIREMONT MESA BLVD, # B, SAN DIEGO, CA  92111-1534",0085.11,"SEARS ESSENTIALS","3333 BEVERLY RD, C/O JEANETTE POLLACK, MS B2-113A HOFFMAN ESTATES, IL  60103",3710
2667,2013-01-28,467567,ACTIVE,21,2008-09-02,2013-08-31,"HABIB, FLORA MATTI","9353 CLAIREMONT MESA BLVD, SPC E, SAN DIEGO, CA  92123-1220",0085.11,"KINGS LIQUOR","",3710
2668,2013-01-28,375641,ACTIVE,41,2001-05-04,2013-06-30,"IIZUKA CORPORATION","7081 CLAIREMONT MESA BLVD, STE 101 & 102, SAN DIEGO, CA  92111",0085.11,"NIBAN RESTAURANT","10766 JUNIPER PARK LN SAN DIEGO, CA  92121",3710
2669,2013-01-28,339356,ACTIVE,41,1998-04-06,2013-12-31,"RUBIOS RESTAURANTS INC","7420 CLAIREMONT MESA BLVD, STE 111, SAN DIEGO, CA  92111",0085.11,"RUBIOS FRESH MEXICAN GRILL 9","1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",3710
2670,2013-01-28,423991,ACTIVE,41,2005-11-30,2012-12-31,"RUBIOS RESTAURANTS INC","9187 CLAIREMONT MESA BLVD, STE 7, SAN DIEGO, CA  92123-1257",0085.11,"RUBIOS FRESH MEXICAN GRILL","1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",3710
2671,2013-01-28,301342,ACTIVE,41,1995-06-19,2013-05-31,"DENTCO INC","9353 CLAIREMONT MESA BLVD, STE A, SAN DIEGO, CA  92123",0085.11,"GIOVANNIS RESTAURANT","",3710
2672,2013-01-28,321584,ACTIVE,47,1996-10-03,2013-09-30,"ALSALEK, ANTOINETTE","8878 CLAIREMONT MESA BLVD, STE A, SAN DIEGO, CA  92123",0085.11,"YO GREEK CAFE GREEK PALACE","",3710
2673,2013-01-28,484876,ACTIVE,41,2010-02-03,2013-01-31,"KISMI INC","9340 CLAIREMONT MESA BLVD, STE B, SAN DIEGO, CA  92123-1224",0085.11,"HARU JAPANESE RESTAURANT","",3710
2674,2013-01-28,509515,ACTIVE,41,2012-02-02,2013-01-31,"SALAZAR, ANA BERTHA","8199 CLAIREMONT MESA BLVD, STE C, SAN DIEGO, CA  92111-1711",0085.11,"YESENIAS MEXICAN & SEAFOOD","10707 JAMACHA BLVD, SPC 261 SPRING VALLEY, CA  91978-7261",3710
2675,2013-01-28,462489,ACTIVE,47,2009-08-20,2013-12-31,"LKF INC","9350 CLAIREMONT MESA BLVD, STE F & G, SAN DIEGO, CA  92123-1221",0085.11,"KHANS CAVE","5236 SEAGROVE PL SAN DIEGO, CA  92130-3231",3710
2676,2013-01-28,463095,ACTIVE,41,2008-04-02,2013-03-31,"NGUYEN, NGHIA HOANG","5430 CLAIREMONT MESA BLVD, STE G, SAN DIEGO, CA  92117-2355",0085.05,"SAKE SUSHI JAPANESE RESTAURANT","",3710
2677,2013-01-28,502330,ACTIVE,41,2010-12-15,2013-11-30,"ALBERTO PALOMINO LLC","9353 CLAIREMONT MESA BLVD, STE I, SAN DIEGO, CA  92123",0085.11,"PALOMINOS MEXICAN & SEAFOOD","",3710
2678,2013-01-28,429271,ACTIVE,41,2005-12-05,2012-11-30,"HANSEN, DORIAN ERLAND","9353 CLAIREMONT MESA BLVD, STE L2, SAN DIEGO, CA  92123",0085.11,"ABBEYS BBQ","",3710
