address,city,state,zip
"8900 University Lane ","SAN DIEGO",CA,""
"700 Merlin Drive ","SAN DIEGO",CA,92114
"1200 Sunrise ",ESCONDIDO,CA,""
"2100 Ocean ","DEL MAR",CA,92014
"0 Kmct ","COUNTY UNINCORPORATED",CA,92123
"2300 Rue De Anne ","SAN DIEGO",CA,92037
"7800 Handel Way ","SAN DIEGO",CA,92126
"3300 Avnda Nieve ",CARLSBAD,CA,92009
"3000 Plaza Bonita ","SAN DIEGO",CA,""
"6100 Portobelo Court ","SAN DIEGO",CA,92124
"100 N El Camino Real ","COUNTY UNINCORPORATED",CA,""
"15400 Fruitvale Road ","VALLEY CENTER",CA,92082
"1000 San Diego Place ","SAN DIEGO",CA,""
"4000 Moraga Avenue ","SAN DIEGO",CA,92117
"15600 Stonebridge Parkway ","SAN DIEGO",CA,92145
"1600 Olivenhain Road ",CARLSBAD,CA,92024
"7400 Vista Rancho Court ","RANCHO SANTA FE",CA,92067
"1300 Cortez Glen ",ESCONDIDO,CA,92026
"4800 Dubois Drive ","SAN DIEGO",CA,92117
"1300 La Costa Avenue ",CARLSBAD,CA,92024
"3700 Cleveland Avenue ","SAN DIEGO",CA,92103
"10000 Cristobal Drive ","SPRING VALLEY",CA,91977
"300 Sychar Road ","SAN DIEGO",CA,92114
"600 Almond Road ","SAN MARCOS",CA,92078
"4900 Mt Ashmun Drive ","SAN DIEGO",CA,92111
"8700 Broadway ","LA MESA",CA,91941
"3200 Galloway Drive ","SAN DIEGO",CA,92122
"6900 Federal Boulevard ","SAN DIEGO",CA,""
"4400 Gilbert ","SAN DIEGO",CA,""
"1200 Nelms Street ",OCEANSIDE,CA,92058
"0 Ornales Lane ","VALLEY CENTER",CA,""
"4100 Willow ","SAN DIEGO",CA,""
"2500 Cleveland Avenue ","NATIONAL CITY",CA,""
"500 07 Th Street ",CORONADO,CA,92118
"25100 Jesmond Dene Road ",ESCONDIDO,CA,92026
"5400 Faber ","SAN DIEGO",CA,""
"17100 Arena Way ",RAMONA,CA,92065
"1800 Sunset ",VISTA,CA,92081
"31300 Lilac Road ","VALLEY CENTER",CA,92082
"10300 45 Th ","SAN DIEGO",CA,""
"3200 N Broadway ","",CA,92026
"5900 La Jolla Boulevard ","SAN DIEGO",CA,92037
"3600 Dory Drive ",BONITA,CA,91902
"3100 03 Rd Avenue ","SAN DIEGO",CA,92103
"5600 Robusto Road ","SAN DIEGO",CA,""
"1400 Devin Drive ",FALLBROOK,CA,92028
"1600 Ranchwood Lane ","COUNTY UNINCORPORATED",CA,""
"300 Quince Place ","CHULA VISTA",CA,91911
"2600 E 10 Th Street ","NATIONAL CITY",CA,""
"12100 Cuyamaca College East Drive ","EL CAJON",CA,92019
"400 Waxflower Lane ",FALLBROOK,CA,92028
"2200 Greensgate ","CHULA VISTA",CA,""
"7800 Mission Gorge Road ","SAN DIEGO",CA,92071
"10300 San Vicente Boulevard ","SPRING VALLEY",CA,91977
"1800 Kerisiano Way ",OCEANSIDE,CA,92054
"0 Bucaneer Way ",CORONADO,CA,""
"1800 Saint Lucia Way ",VISTA,CA,92081
"500 Grand Avenue ","SAN MARCOS",CA,92069
"18800 Paradise Mtn Road ","VALLEY CENTER",CA,92082
"400 Saxony Road ",ENCINITAS,CA,92024
"4300 Via Serena ",BONSALL,CA,92003
"12800 Carmel Mtn Road ","SAN DIEGO",CA,""
"8400 Mono Lake Drive ","SAN DIEGO",CA,92119
"13200 Ironbark Way ",POWAY,CA,92064
"900 E 03 Rd Avenue ",ESCONDIDO,CA,92025
"300 Via Rancho Parkway ",ESCONDIDO,CA,92029
"1100 Grainger Avenue ","IMPERIAL BEACH",CA,""
"2200 Mtn Ridge Road ","CHULA VISTA",CA,91914
"10100 Carol Canyon ","SAN DIEGO",CA,""
"1200 Avenida Fragata ","COUNTY UNINCORPORATED",CA,""
"2100 New Castle Avenue ","COUNTY UNINCORPORATED",CA,""
"400 S Centre City Parkway ",ESCONDIDO,CA,92025
"500 Grove Avenue ","IMPERIAL BEACH",CA,91932
"15200 Winesprings Court ","SAN DIEGO",CA,""
"900 Oldham Court ",ENCINITAS,CA,92024
"10600 Kenney Street ",SANTEE,CA,92071
"500 Whisper Wind Drive ",ENCINITAS,CA,92024
"6400 E San Ysidro ","SAN DIEGO",CA,""
"9800 Saint George Street ","COUNTY UNINCORPORATED",CA,""
"1000 Highland Drive ","SOLANA BEACH",CA,92075
"10700 Fuerte Drive ","COUNTY UNINCORPORATED",CA,91941
"5500 Highway 76 ",FALLBROOK,CA,""
"1700 Gamma Avenue ","NATIONAL CITY",CA,91950
"5000 Keeney Street ","LA MESA",CA,""
"3200 Highland B1 Avenue ","NATIONAL CITY",CA,""
"37700 Old Highway 80 ",BOULEVARD,CA,91905
"12500 Royal Road ","EL CAJON",CA,""
"300 Windyridge Glen ",ESCONDIDO,CA,92026
"9400 Emerald Vista Drive ",LAKESIDE,CA,92040
"8700 Graves Avenue ","SAN DIEGO",CA,""
"400 Rio Vista Drive ",OCEANSIDE,CA,92058
"2100 Kings Vw Circle ","COUNTY UNINCORPORATED",CA,""
"1300 Clear Crst Circle ","COUNTY UNINCORPORATED",CA,""
"1200 Colton Court ","CHULA VISTA",CA,91913
"400 W Robinson Avenue ","SAN DIEGO",CA,92103
"2800 K Avenue ","NATIONAL CITY",CA,91950
"600 Olinda Street ",ESCONDIDO,CA,92027
"300 Beyer Way ","SAN DIEGO",CA,92154
"4900 Niagra ","COUNTY UNINCORPORATED",CA,""
"6500 Mt Adelbert Drive ","SAN DIEGO",CA,92111
"0 Euclid Avenue ","SAN DIEGO",CA,92102
"2200 Wilson Drive ","SAN DIEGO",CA,""
"2000 Claudan Road ","COUNTY UNINCORPORATED",CA,""
"12100 Cuyamaca College Eas Drive ","EL CAJON",CA,""
"400 Redwing Road ","CHULA VISTA",CA,91911
"4100 Whittier Street ","SAN DIEGO",CA,92107
"4200 Colony Terrace ",ENCINITAS,CA,92024
"6300 Cte Del Abeto ",CARLSBAD,CA,92011
"1200 Schley Street ","SAN DIEGO",CA,92113
"9300 Broadview Avenue ","SAN DIEGO",CA,92123
"3800 Cinnamon Way ",OCEANSIDE,CA,92057
"400 Penn Street ",RAMONA,CA,92065
"200 Ave De La Plaza ","COUNTY UNINCORPORATED",CA,""
"2600 Blackton Drive ","SAN DIEGO",CA,92105
"5400 San Onofre Terrace ","SAN DIEGO",CA,92114
"3200 Dehesa Road ","",CA,92019
"2300 N Santa Fe Avenue ",VISTA,CA,92084
"1500 32 Nd Street ","SAN DIEGO",CA,92102
"100 Azalea Drive ",VISTA,CA,92084
"1000 Rippey Street ","EL CAJON",CA,92020
"17600 State Route 76 ","PAUMA VALLEY",CA,""
"12700 Amaranth Street ","SAN DIEGO",CA,92129
"3000 Jamacha View Drive ","EL CAJON",CA,92019
"1200 Agapanthus Drive ","SAN DIEGO",CA,92114
"400 N Old Hwy 395 ",FALLBROOK,CA,""
"25900 Los Arboles Ranch Road ","",CA,92026
"900 Fiesta Boulevard ","SAN DIEGO",CA,""
"1700 N Marshall Avenue ","EL CAJON",CA,92020
"3800 Plumbago Lane ","SAN DIEGO",CA,""
"11000 Plum Tree Lane ","SPRING VALLEY",CA,91977
"200 S Tremont Street ","COUNTY UNINCORPORATED",CA,""
"4100 Tungsten Drive ","LA MESA",CA,91941
"700 Rainbow Crest Road ",FALLBROOK,CA,""
"0 River Road ","",CA,06807-2725
"300 Date Street ","CHULA VISTA",CA,91911
"10300 Camto Oralia ","SAN DIEGO",CA,""
"12500 Palero Road ","SAN DIEGO",CA,92128
"0 Dead End Of La Rosa Drive ","SAN MARCOS",CA,92069
"2100 Lanoitan ","SAN DIEGO",CA,""
"2500 Britannia Boulevard ","SAN DIEGO",CA,92154
"4100 59 Th Street ","SAN DIEGO",CA,""
"1900 Ridgeway ","NATIONAL CITY",CA,""
"400 Gail Drive ",VISTA,CA,92083
"15700 Highland Valley Road ","",CA,92025
"12900 Interstate 8 Bus ","COUNTY UNINCORPORATED",CA,""
"13100 Quate Court ",POWAY,CA,92064
"700 Oak Glade Drive ",FALLBROOK,CA,92028
"37800 State Route 79 ","WARNER SPRINGS",CA,""
"1700 Cottonwood Drive ",VISTA,CA,92081
"11300 Forestview Lane ","SAN DIEGO",CA,92131
"2800 Via Cascada ","SAN DIEGO",CA,""
"3600 Budd Street ","SAN DIEGO",CA,92111
"4900 Collingwood Drive ","SAN DIEGO",CA,92109
"13000 Camto Angelico ","SAN DIEGO",CA,92130
"3000 S Santa Fe Avenue ","SAN MARCOS",CA,92069
"1900 Parkview Terrace ","SAN DIEGO",CA,92037
"4300 Chatsworth Boulevard ","SAN DIEGO",CA,""
"300 W Los Angeles ",VISTA,CA,92083
"3400 Goldfinch Street ","COUNTY UNINCORPORATED",CA,""
"1600 York Drive ",VISTA,CA,92084
"2000 Munda Road ","SAN DIEGO",CA,92139
"11100 Socorro Court ","SAN DIEGO",CA,92129
"11800 Calle Del Rio ",LAKESIDE,CA,92040
"1400 Eastlane Street ","COUNTY UNINCORPORATED",CA,""
"3400 La Jolla Village Drive ","SAN DIEGO",CA,92037
"6800 Savage Court ","SAN DIEGO",CA,92111
"14400 Rios Canyon Road ","EL CAJON",CA,92090
"5300 Kesling Street ","SAN DIEGO",CA,92117
"9300 Van Andel Way ",SANTEE,CA,92071
"900 S Rancho Del Rey Parkway ","CHULA VISTA",CA,91910
"1000 N El Camino Real ","COUNTY UNINCORPORATED",CA,""
"3900 Del Mar Meadows ","SAN DIEGO",CA,92130
"1100 13 Th St 13 Th Street ","COUNTY UNINCORPORATED",CA,""
"1800 Wedgewood ","CHULA VISTA",CA,""
"16700 Bernardo Lakes Drive ","SAN DIEGO",CA,""
"16300 Nyemii Ps ","",CA,""
"9400 Compass Point ","SAN DIEGO",CA,""
"4800 Date Avenue ","LA MESA",CA,91941
"700 Windy Point Drive ","SAN MARCOS",CA,92069
"1500 Sacoast Drive ","IMPERIAL BEACH",CA,""
"5700 Desert View Drive ","SAN DIEGO",CA,92037
"1800 Main Street ","LEMON GROVE",CA,91945
"4200 Holly Lane ",BONSALL,CA,92003
"12000 Pastoral Road ","SAN DIEGO",CA,92128
"5200 Peyton Place ","SAN DIEGO",CA,92117
"29800 Circle R Creek Lane ","",CA,92026
"100 E Alvardo Street ",FALLBROOK,CA,""
"7500 Olivetas Avenue ","SAN DIEGO",CA,92037
"900 0 8 Th Street ",CORONADO,CA,92118
"1400 Ocean Crest Avenue ",CARLSBAD,CA,92011
"2100 Lanoitan Avenue ","NATIONAL CITY",CA,91950
"100 Broadway Street ","EL CAJON",CA,""
"3500 Sherman ","SAN DIEGO",CA,""
"800 W El Norte Parkway ",ESCONDIDO,CA,92026
"7000 Alicante Road ",CARLSBAD,CA,92009
"6000 Hidden Valley Road ",CARLSBAD,CA,92011
"3900 Agua Dulce Boulevard ","SPRING VALLEY",CA,91977
"5000 Mission City Parkway ","SAN DIEGO",CA,92108
"800 S Clementine Street ",OCEANSIDE,CA,92054
"25500 State Route 79 ","SANTA YSABEL",CA,""
"1300 Brookside Place ","CHULA VISTA",CA,""
"7200 Miramar Road ","SAN DIEGO",CA,92121
"5700 Fallenwood Lane ","SAN DIEGO",CA,92121
"900 S Rose Street ",ESCONDIDO,CA,92027
"3000 Lilac Extension ","COUNTY UNINCORPORATED",CA,""
"100 Woodland Park ","COUNTY UNINCORPORATED",CA,""
"2300 Magnolia Way ","NATIONAL CITY",CA,91950
"1200 N Magnolia Avenue ","",CA,92020
"1900 S Santa ",VISTA,CA,""
"2100 Foxglove Way ","CHULA VISTA",CA,91915
"900 Cedar Way ",ESCONDIDO,CA,92026
"3900 Lake Circle Drive ",FALLBROOK,CA,92028
"100 Jericho ",ESCONDIDO,CA,""
"8200 Wormwood Avenue ","SPRING VALLEY",CA,""
"1800 Rowan Street ","SAN DIEGO",CA,92105
"7100 Birchcreek Road ","SAN DIEGO",CA,92119
"200 S Euclid Avenue ","SAN DIEGO",CA,92114
"9100 Arapahoe Street ","SPRING VALLEY",CA,""
"5200 Rombough Place ","SAN DIEGO",CA,92105
"28700 Miller Road ","VALLEY CENTER",CA,92082
"1300 Phlox Court ",CARLSBAD,CA,92011
"2100 54 Th Frontage ","SAN DIEGO",CA,""
"14400 Pauma Alta Drive ","PAUMA VALLEY",CA,92082
"3300 Citrus Street ","LEMON GROVE",CA,91945
"4300 Paramount Avenue ","SAN DIEGO",CA,""
"800 Hillside Terrace ",VISTA,CA,""
"11000 Armero Court ","SAN DIEGO",CA,92127
"25300 Lake Wohlford Road ",ESCONDIDO,CA,""
"800 Skysail Avenue ",CARLSBAD,CA,92009
"700 Beacon Place ",ESCONDIDO,CA,92025
"1200 W 12 Th Avenue ",ESCONDIDO,CA,92025
"10900 Barbados Way ","SAN DIEGO",CA,92126
"2300 Royal Crest Drive ",ESCONDIDO,CA,92025
"0 Vdf ","COUNTY UNINCORPORATED",CA,92081
"200 Kenny Street ","EL CAJON",CA,""
"3600 Highland Drive ",JULIAN,CA,92036
"10500 Pine Falls Court ","SAN DIEGO",CA,92131
"2100 S Santa Fe Avenue ",VISTA,CA,92084
"17100 Calle Serena ","RANCHO SANTA FE",CA,92067
"8000 Siempre Viva Road ","SAN DIEGO",CA,92154
"13500 Otay Lakes Road ",JAMUL,CA,91935
"3100 Overland Trails Road ",FALLBROOK,CA,""
"400 Peteo Court ","CHULA VISTA",CA,91911
"11300 Rocoso Road ",LAKESIDE,CA,92040
"300 Willow Road ","SAN DIEGO",CA,""
"1800 Camto Marzella ","SAN DIEGO",CA,92037
"14500 Scarborough ",POWAY,CA,""
"2000 Plaza Acapulco ","CHULA VISTA",CA,91914
"200 May Court ",ENCINITAS,CA,92007
"30500 Terrace View Lane ","VALLEY CENTER",CA,92082
"6000 Tooley Street ","SAN DIEGO",CA,92114
"900 Etcheverry Street ",RAMONA,CA,92065
"2600 Cedar Grove Court ","CHULA VISTA",CA,91915
"2700 Costebelle Drive ","SAN DIEGO",CA,92037
"400 San Antonia Avenue ","SAN DIEGO",CA,""
"10100 Clauser Street ","SAN DIEGO",CA,92126
"1300 Monument Trail Drive ","CHULA VISTA",CA,91915
"3300 W Lilac Road ","COUNTY UNINCORPORATED",CA,""
"2600 La Duela Lane ",CARLSBAD,CA,92009
"1200 Gold Flower Road ",CARLSBAD,CA,92011
"2100 Evergreen Street ","SAN DIEGO",CA,92106
"100 Florence ( E . Alley ) Street ","IMPERIAL BEACH",CA,""
"7100 Lynridge Court ","SAN DIEGO",CA,92120
"3200 Maezel Lane ",CARLSBAD,CA,92008
"200 Ramona Real ",RAMONA,CA,92065
"4500 Mt Bigelow Drive ","SAN DIEGO",CA,92111
"2700 Tiburon Avenue ",CARLSBAD,CA,92010
"3400 Paseo De Alicia ",OCEANSIDE,CA,92056
"10700 Holly Meadows Drive ",SANTEE,CA,92071
"15000 Adams Drive ","PAUMA VALLEY",CA,92061
"300 Via Nancita ",ENCINITAS,CA,92024
"2300 Loma Drive ","LEMON GROVE",CA,91945
"5900 Grewia Street ","SAN DIEGO",CA,92114
"500 Ocean Breeze Way ","CHULA VISTA",CA,91914
"2100 Rock Point Way ","COUNTY UNINCORPORATED",CA,""
"9600 Saint George Street ","COUNTY UNINCORPORATED",CA,""
"1000 W Hawthorn Street ","COUNTY UNINCORPORATED",CA,""
"300 Leeann Lane ",ENCINITAS,CA,92024
"7300 Ouro Place ","LA MESA",CA,91941
"2200 N Santa Fe Avenue ",OCEANSIDE,CA,92056
"14600 Black Mtn Road ","SAN DIEGO",CA,92129
"0 Half Moon ",CORONADO,CA,""
"900 La Moree Road ","SAN MARCOS",CA,92069
"2400 Gold Lake Road ","LEMON GROVE",CA,91945
"2500 Alhambra Avenue ","",CA,94553
"3700 N Harbor Drive ","COUNTY UNINCORPORATED",CA,""
"12200 N Magnolia Avenue ","",CA,""
"3100 Fruitland Drive ","",CA,92084
"5000 Thorne Drive ","COUNTY UNINCORPORATED",CA,""
"2100 Marron Road ",CARLSBAD,CA,92008
"200 Pine St ","COUNTY UNINCORPORATED",CA,""
"1800 Cam Del Mar ","DEL MAR",CA,92014
"1700 Santa Venetia Street ","CHULA VISTA",CA,91913
"1600 Via La Plaza ","COUNTY UNINCORPORATED",CA,""
"10200 Trails End Circle ","SAN DIEGO",CA,""
"1700 E Mission Road ",FALLBROOK,CA,92028
"18000 Avenida Alondra ","COUNTY UNINCORPORATED",CA,""
"400 Geand ","SAN DIEGO",CA,""
"400 Grand ","SAN DIEGO",CA,""
"9400 Alto Drive ","LA MESA",CA,91941
"13000 Standish Drive ",POWAY,CA,92064
"4100 Peninsula Drive ",CARLSBAD,CA,""
"10800 Valiente Court ","SAN DIEGO",CA,92124
"2400 Live Oak Trail ",BOULEVARD,CA,91905
"4600 Buckingham Lane ",CARLSBAD,CA,92010
"800 Pickens Industrial Drive ",NON-REGIONAL,CA,""
"3100 Slivkoff Drive ",ESCONDIDO,CA,92027
"6600 Camto Hermitage ","SAN DIEGO",CA,92037
"1000 Bellflower Court ","CHULA VISTA",CA,91913
"1100 Wales Place ",ENCINITAS,CA,92007
"6300 Plaza Boulevard ","SAN DIEGO",CA,92114
"700 Myra Avenue ","CHULA VISTA",CA,91910
"1900 Barsanti Court ","SAN DIEGO",CA,92154
"3300 Monroe Street ",CARLSBAD,CA,92008
"300 Caspain Way ","COUNTY UNINCORPORATED",CA,""
"3900 Cam De La Plaza ","SAN DIEGO",CA,92173
"1800 Gamble Lane ",ESCONDIDO,CA,92029
"1500 Maria Avenue ","SPRING VALLEY",CA,91977
"3500 Alta Vista Drive ",FALLBROOK,CA,92028
"1100 Orpheus Avenue ",ENCINITAS,CA,92024
"9700 Vine St ","COUNTY UNINCORPORATED",CA,""
"2500 Sea Cliff Way ",OCEANSIDE,CA,92056
"400 Harbor Drive ","SAN DIEGO",CA,92101
"5300 Toscano Way ","SAN DIEGO",CA,""
"600 Penelope Drive ","CHULA VISTA",CA,91910
"1600 Cresview Avenue ",NON-REGIONAL,CA,""
"1500 Leon Avenue ","SAN DIEGO",CA,92154
"1100 Stagecoach Trail Loop ","CHULA VISTA",CA,91915
"1700 Manor Drive ",VISTA,CA,92083
"4700 Academy Place ","SAN DIEGO",CA,92109
"2200 University Drive ",VISTA,CA,92083
"1200 Peterlynn Drive ","SAN DIEGO",CA,92154
"700 Calle Montera ",ESCONDIDO,CA,92025
"900 Canyon Hts ","COUNTY UNINCORPORATED",CA,""
"29900 Anthony Road ","VALLEY CENTER",CA,92082
"7800 Gold Coast Drive ","SAN DIEGO",CA,""
"100 N Tulip Street ",ESCONDIDO,CA,92025
"3100 Oleander Avenue ","SAN MARCOS",CA,92069
"4900 Bunell ","SAN DIEGO",CA,""
"1500 Tuscan Springs Avenue ","CHULA VISTA",CA,91913
"1500 Deviney Lane ","COUNTY UNINCORPORATED",CA,""
"4200 Powderhorn Court ",NON-REGIONAL,CA,""
"900 W Palm Street ","SAN DIEGO",CA,92103
"100 N Coast Highway ","COUNTY UNINCORPORATED",CA,""
"500 S Coast Highway ","COUNTY UNINCORPORATED",CA,""
"700 E ",CORONADO,CA,""
"10700 Lamplight ","COUNTY UNINCORPORATED",CA,""
"1100 Imperial Beach Boulevard ","COUNTY UNINCORPORATED",CA,91932
"1000 La Jolla Rancho Road ","SAN DIEGO",CA,92037
"1700 Via De La Cuesta ","",CA,92027
"8000 Vickers Street ","SAN DIEGO",CA,92111
"2400 Tosca Way ","SAN DIEGO",CA,92111
"14400 Mirando Street ",POWAY,CA,92064
"3800 Thorn Street ","SAN DIEGO",CA,92105
"1300 Idaho Avenue ","",CA,92027
"1500 Bear Valley Park ","COUNTY UNINCORPORATED",CA,""
"16800 Blue Crane Way ","COUNTY UNINCORPORATED",CA,92127
"1100 Benicia Street ","SAN DIEGO",CA,92110
"24700 Oak Lane ",DESCANSO,CA,91916
"15300 Stonebridge Parkway ","SAN DIEGO",CA,92145
"1600 Predio Court ","SAN DIEGO",CA,92154
"700 V Avenue ","NATIONAL CITY",CA,91950
"1200 Arcadia Avenue ",VISTA,CA,92083
"2600 E 03 Rd Street ","NATIONAL CITY",CA,91950
"11200 Callio Way ",LAKESIDE,CA,92040
"3000 Curlew Street ","SAN DIEGO",CA,92103
"10800 E Crestone Place ",NON-REGIONAL,CA,""
"200 Otange Avenue ",CORONADO,CA,""
"500 Barnaville Lane ","SAN MARCOS",CA,92069
"14600 Tyler Road ","PAUMA VALLEY",CA,92082
"400 Rancho Vis ",VISTA,CA,""
"1000 Hopper Avenue ","SAN MARCOS",CA,92069
"800 S Bancroft Street ","SAN DIEGO",CA,92113
"300 Connecticut Avenue ","EL CAJON",CA,92020
"6200 Hobarts ","SAN DIEGO",CA,""
"700 Douglas Drive ",OCEANSIDE,CA,92058
"14200 Green Valley Court ","SAN DIEGO",CA,92145
"4700 Westridge Drive ",OCEANSIDE,CA,92056
"43100 Old Highway 80 ",JACUMBA,CA,91934
"15800 Lyons Valley Road ",JAMUL,CA,91935
"1100 Cushman Avenue ","SAN DIEGO",CA,92110
"2200 E C Avenue ","NATIONAL CITY",CA,""
"1100 Walnut Street ",RAMONA,CA,92065
"2600 E 18 Th Street ","COUNTY UNINCORPORATED",CA,""
"2800 Cte Rayito ","SAN DIEGO",CA,92173
"8500 Prestwick Drive ","SAN DIEGO",CA,92037
"9000 Towne Centre Drive ","SAN DIEGO",CA,92122
"8800 Camto Plaza Center ","SAN DIEGO",CA,""
"3100 Noreen Way ",OCEANSIDE,CA,92054
"2200 Vallecitos ","SAN DIEGO",CA,92037
"5900 Bellevue Avenue ","SAN DIEGO",CA,92037
"800 Bay Marina Drive ","NATIONAL CITY",CA,91950
"3600 40 Th Street ","SAN DIEGO",CA,92105
"6400 Alexandri Circle ",CARLSBAD,CA,92011
"13300 E Los Coches Road ",LAKESIDE,CA,92040
"1500 E 0 8 Th Street ","NATIONAL CITY",CA,91950
"2400 Teaberry Glen ",ESCONDIDO,CA,""
"700 Summersong Lane ",ENCINITAS,CA,92024
"2800 Via Magia ",CARLSBAD,CA,92010
"3500 Bibler Drive ","SAN DIEGO",CA,92173
"13700 Carriage Road ",POWAY,CA,92064
"4100 Dawes Street ","SAN DIEGO",CA,92109
"700 Beech Avenue ","CHULA VISTA",CA,""
"900 Martinez Street ","SAN DIEGO",CA,92106
"3700 69 Th Street ","LA MESA",CA,""
"10700 Itzamna Road ","",CA,91941
"9800 02 Nd Dale Avenue ","COUNTY UNINCORPORATED",CA,""
"3000 Degen Drive ",BONITA,CA,91902
"700 Silverbrook Drive ","",CA,92019
"5800 Bucknell Avenue ","SAN DIEGO",CA,92037
"400 Kentucky Street ",FALLBROOK,CA,92028
"1600 Otay Heights Court ","SAN DIEGO",CA,92154
"1700 Sawgrass Glen ",ESCONDIDO,CA,92026
"4200 Canal Road ","VALLEY CENTER",CA,92082
"1300 Franklin Lane ",RAMONA,CA,92065
"6900 Eberhart Street ","SAN DIEGO",CA,92115
"800 Vanita Street ",FALLBROOK,CA,92028
"6900 Gordon Court ","LA MESA",CA,91941
"1500 Sapphire Drive ",CARLSBAD,CA,""
"700 W Vale View Drive ",VISTA,CA,92081
"100 Town Center Park ","COUNTY UNINCORPORATED",CA,""
"9500 Eucalyptus Street ","SPRING VALLEY",CA,91977
"3100 Pine Lane ","SPRING VALLEY",CA,91978
"13300 Goldentop Drive ",LAKESIDE,CA,92040
"1800 Via Los Palmas Apt 4 ","NATIONAL CITY",CA,""
"24500 Rutherford Road ",RAMONA,CA,92065
"8700 Saint George Street ","COUNTY UNINCORPORATED",CA,""
"2200 Orange Avenue ",ESCONDIDO,CA,92029
"8500 Rancho Canada Road ","EL CAJON",CA,92020
"11000 Picaza Place ","SAN DIEGO",CA,92127
"200 Hallyeyaaw Lane ","SANTA YSABEL",CA,92070
"400 Rivercreek Court ","CHULA VISTA",CA,91914
"8500 Comalette Lane ","SAN DIEGO",CA,92126
"800 Woodlawn Drive ",JULIAN,CA,92036
"1500 Wilma Place ",ESCONDIDO,CA,92025
"4100 Atascadero Drive ","SAN DIEGO",CA,92107
"400 S Euclid Avenue ","SAN DIEGO",CA,92114
"9700 Huber Court ",SANTEE,CA,92071
"30200 State Route 78 ",JULIAN,CA,""
"40500 Gavilan Mtn Road ",FALLBROOK,CA,92028
"3200 Geddes Drive ","SAN DIEGO",CA,92117
"39700 Avenida De Robles Ve ",BOULEVARD,CA,""
"1800 Harrils Mill Avenue ","CHULA VISTA",CA,91913
"1300 Paseo D L Verdes ","COUNTY UNINCORPORATED",CA,""
"1300 Paseo De Las Verdes ",ENCINITAS,CA,92024
"8200 Warmwood Ave ","COUNTY UNINCORPORATED",CA,""
"200 E Aviation Road ",FALLBROOK,CA,92028
"1000 Landavo Drive ","",CA,92027
"1500 Miontecito Road ",RAMONA,CA,""
"7400 Salerno Street ","SAN DIEGO",CA,92111
"200 Ocean View Avenue ",ENCINITAS,CA,92024
"5500 Grossmont Ctr ","LA MESA",CA,""
"2200 Sherwood Drive ","LEMON GROVE",CA,91945
"600 Coronado Circle ",VISTA,CA,92083
"1600 Montecito Rd 15 ","COUNTY UNINCORPORATED",CA,""
"2500 Bartel Street ","SAN DIEGO",CA,92123
"3700 Lenox Court ",CARLSBAD,CA,92010
"9700 Hawley Road ","EL CAJON",CA,92021
"900 Old Stage Road ",FALLBROOK,CA,92028
"7200 Broadway Avenue ","SAN DIEGO",CA,""
"7300 Broadway ","SAN DIEGO",CA,""
"1800 Harrison Avenue ","NATIONAL CITY",CA,91950
"3700 Barbic Court ","SPRING VALLEY",CA,91977
"10200 El Nopal ",SANTEE,CA,""
"11200 Post Hill Road ",LAKESIDE,CA,92040
"1700 Lotus Lane ","",CA,92021
"2400 Bernardo Avenue ",ESCONDIDO,CA,92029
"4700 42 Nd Street ","SAN DIEGO",CA,92116
"2700 Palomar Airport Road ",CARLSBAD,CA,92010
"2300 San Diego River ","SAN DIEGO",CA,""
"1000 Ranson Street ","SAN DIEGO",CA,""
"8400 Cliffridge Avenue ","SAN DIEGO",CA,92037
"30300 Anthony Road ","VALLEY CENTER",CA,92082
"11400 Wide Valley Lane ","SAN DIEGO",CA,92131
"9600 Maccool Lane ",SANTEE,CA,""
"1300 Monarche Drive ","CHULA VISTA",CA,91913
"2300 Sr - 75 Nb ",CORONADO,CA,""
"8600 Capricorn Way ","SAN DIEGO",CA,92126
"1100 Sumner Avenue ","COUNTY UNINCORPORATED",CA,92021
"1200 Quill Glen ",ESCONDIDO,CA,92029
"200 Hutchison Street ",VISTA,CA,92084
"9600 Farmington Drive ",LAKESIDE,CA,92040
"1500 Bradbury Drive ","CHULA VISTA",CA,""
"13500 Calderon Road ","SAN DIEGO",CA,92129
"2400 Ellentown Road ","SAN DIEGO",CA,92037
"15700 Cam Codorniz ","SAN DIEGO",CA,92127
"29100 Laurel Valley Drive ","",CA,92084
"900 S Coast Highway ","COUNTY UNINCORPORATED",CA,""
"400 Dennis Drive ",VISTA,CA,92083
"0 Sta 92 ","VALLEY CENTER",CA,92082
"900 Tierra De Luna Road ","",CA,""
"1400 Palomar Place ",VISTA,CA,92084
"700 Crestview Court ","SAN MARCOS",CA,92078
"700 Crestview Court ","COUNTY UNINCORPORATED",CA,92078
"4600 S Kalispell Way ",NON-REGIONAL,CA,""
"18200 West Bernardo Drive ","SAN DIEGO",CA,92127
"1700 Sea Cliff Way ",OCEANSIDE,CA,92056
"100 Breakwater Way ",OCEANSIDE,CA,92054
"26100 State Rte 76 ","SANTA YSABEL",CA,92070
"13300 Lakeview Way ",LAKESIDE,CA,92040
"12000 Bajada Road ","SAN DIEGO",CA,92128
"2400 Hilton Head Place ","EL CAJON",CA,92019
"100 Lilac Road ",PALA,CA,92059
"25800 Forest Drive ","",CA,92026
"27100 Mesa Rock Road ","",CA,92026
